experiment,row_id,interface,model_condition,parsed,action_energy_kwh,branch,nontrivial_1kwh,nontrivial_5kwh,nontrivial_10kwh
E2,e2_083c5fd294fcf700a829:S,I3,deepseek_formal,True,1200.0,S,True,True,True
E2,e2_092e0dedea03dc20f670:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_092e0dedea03dc20f670:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_092e0dedea03dc20f670:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_092e0dedea03dc20f670:M,I3,qwen_flash,True,5562.5,M,True,True,True
E2,e2_092e0dedea03dc20f670:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_09bb7006b5c11fc3994f:C,I3,qwen_flash,True,5250.0,C,True,True,True
E2,e2_09bb7006b5c11fc3994f:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_09bb7006b5c11fc3994f:K,I3,qwen_flash,True,5187.5,K,True,True,True
E2,e2_09bb7006b5c11fc3994f:M,I3,qwen_flash,True,5625.0,M,True,True,True
E2,e2_09bb7006b5c11fc3994f:S,I3,qwen_flash,True,5039.8368405,S,True,True,True
E2,e2_0b3e373db4cc8fecfab9:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_0b3e373db4cc8fecfab9:C2,I3,qwen_flash,True,4072.895,C2,True,True,True
E2,e2_0b3e373db4cc8fecfab9:K,I3,qwen_flash,True,5250.0,K,True,True,True
E2,e2_0b3e373db4cc8fecfab9:M,I3,qwen_flash,True,1813.5,M,True,True,True
E2,e2_0b3e373db4cc8fecfab9:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_0bc21a9e9c77bff5579f:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_0bc21a9e9c77bff5579f:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_0bc21a9e9c77bff5579f:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_0bc21a9e9c77bff5579f:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_0bc21a9e9c77bff5579f:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_0bd18f6e005c3f247a21:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_0bd18f6e005c3f247a21:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_0bd18f6e005c3f247a21:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_0bd18f6e005c3f247a21:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_0bd18f6e005c3f247a21:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_0bf3d65cbbbe9b8ddd9c:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_0bf3d65cbbbe9b8ddd9c:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_0bf3d65cbbbe9b8ddd9c:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_0bf3d65cbbbe9b8ddd9c:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_0bf3d65cbbbe9b8ddd9c:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_0c48f542db46e7a9e9ce:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_0c48f542db46e7a9e9ce:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_0c48f542db46e7a9e9ce:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_0c48f542db46e7a9e9ce:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_0c48f542db46e7a9e9ce:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_0c5a44ace6b2d88b06ca:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_0c5a44ace6b2d88b06ca:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_0c5a44ace6b2d88b06ca:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_0c5a44ace6b2d88b06ca:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_0c5a44ace6b2d88b06ca:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_0daf839a38177b6f08da:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_0daf839a38177b6f08da:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_0daf839a38177b6f08da:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_0daf839a38177b6f08da:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_0daf839a38177b6f08da:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_0e150e448190e236a593:C,I3,deepseek_formal,True,930.0,C,True,True,True
E2,e2_0e150e448190e236a593:C2,I3,deepseek_formal,True,930.0,C2,True,True,True
E2,e2_0e150e448190e236a593:K,I3,deepseek_formal,True,930.0,K,True,True,True
E2,e2_0e150e448190e236a593:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_0e150e448190e236a593:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_0e732a302615be314125:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_0e732a302615be314125:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_0e732a302615be314125:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_0e732a302615be314125:M,I3,deepseek_formal,True,5687.5,M,True,True,True
E2,e2_0e732a302615be314125:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_0efe296a0b4ad8adb060:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_0efe296a0b4ad8adb060:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_0efe296a0b4ad8adb060:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_0efe296a0b4ad8adb060:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_0efe296a0b4ad8adb060:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_0fa5b591f6fef6eed75d:C,I3,qwen_flash,True,4500.0,C,True,True,True
E2,e2_0fa5b591f6fef6eed75d:C2,I3,qwen_flash,True,5000.0,C2,True,True,True
E2,e2_0fa5b591f6fef6eed75d:K,I3,qwen_flash,True,4250.0,K,True,True,True
E2,e2_0fa5b591f6fef6eed75d:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_0fa5b591f6fef6eed75d:S,I3,qwen_flash,True,5000.0,S,True,True,True
E2,e2_100e9c6f4c82bb3a0f76:C,I3,qwen_flash,True,5500.0,C,True,True,True
E2,e2_100e9c6f4c82bb3a0f76:C2,I3,qwen_flash,True,5477.7,C2,True,True,True
E2,e2_100e9c6f4c82bb3a0f76:K,I3,qwen_flash,True,5460.0,K,True,True,True
E2,e2_100e9c6f4c82bb3a0f76:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_100e9c6f4c82bb3a0f76:S,I3,qwen_flash,True,5500.0,S,True,True,True
E2,e2_10aae9c327c5dffd1295:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_10aae9c327c5dffd1295:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_10aae9c327c5dffd1295:K,I3,qwen_flash,True,687.5,K,True,True,True
E2,e2_10aae9c327c5dffd1295:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_10aae9c327c5dffd1295:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_10d87e118c72b385b548:C,I3,qwen_flash,True,4125.0,C,True,True,True
E2,e2_10d87e118c72b385b548:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_10d87e118c72b385b548:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_10d87e118c72b385b548:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_10d87e118c72b385b548:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_11161a705d93320eccc5:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_11161a705d93320eccc5:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_11161a705d93320eccc5:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_11161a705d93320eccc5:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_11161a705d93320eccc5:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_116671a04d4b1e32a780:C,I3,deepseek_formal,True,5500.0,C,True,True,True
E2,e2_116671a04d4b1e32a780:C2,I3,deepseek_formal,True,5500.0,C2,True,True,True
E2,e2_116671a04d4b1e32a780:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_116671a04d4b1e32a780:M,I3,deepseek_formal,True,5750.0,M,True,True,True
E2,e2_116671a04d4b1e32a780:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_1185aedc7467c2e47d8c:C,I3,qwen_flash,True,5250.0,C,True,True,True
E2,e2_1185aedc7467c2e47d8c:C2,I3,qwen_flash,True,5250.0,C2,True,True,True
E2,e2_1185aedc7467c2e47d8c:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_1185aedc7467c2e47d8c:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_1185aedc7467c2e47d8c:S,I3,qwen_flash,True,5250.0,S,True,True,True
E2,e2_11d9bd674cbe571c84a5:C,I3,qwen_flash,True,5400.0,C,True,True,True
E2,e2_11d9bd674cbe571c84a5:C2,I3,qwen_flash,True,5400.0,C2,True,True,True
E2,e2_11d9bd674cbe571c84a5:K,I3,qwen_flash,True,5400.0,K,True,True,True
E2,e2_11d9bd674cbe571c84a5:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_11d9bd674cbe571c84a5:S,I3,qwen_flash,True,5400.0,S,True,True,True
E2,e2_12fc46ee0dff6c8d17b8:C,I3,deepseek_formal,True,930.0,C,True,True,True
E2,e2_12fc46ee0dff6c8d17b8:C2,I3,deepseek_formal,True,930.0,C2,True,True,True
E2,e2_12fc46ee0dff6c8d17b8:K,I3,deepseek_formal,True,930.0,K,True,True,True
E2,e2_12fc46ee0dff6c8d17b8:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_12fc46ee0dff6c8d17b8:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_133e5ebe19f17c08f3f8:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_133e5ebe19f17c08f3f8:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_133e5ebe19f17c08f3f8:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_133e5ebe19f17c08f3f8:M,I3,deepseek_formal,True,5625.0,M,True,True,True
E2,e2_133e5ebe19f17c08f3f8:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_13be71bf452bb2077b5e:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_13be71bf452bb2077b5e:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_13be71bf452bb2077b5e:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_13be71bf452bb2077b5e:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_13be71bf452bb2077b5e:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_14eedff6bbbca253a9bf:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_14eedff6bbbca253a9bf:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_14eedff6bbbca253a9bf:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_14eedff6bbbca253a9bf:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_14eedff6bbbca253a9bf:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_1511af06a88ff188dcb6:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_1511af06a88ff188dcb6:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_1511af06a88ff188dcb6:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_1511af06a88ff188dcb6:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_1511af06a88ff188dcb6:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_1562cb715c190dd831b2:C,I3,deepseek_formal,True,1200.0,C,True,True,True
E2,e2_1562cb715c190dd831b2:C2,I3,deepseek_formal,False,0.0,C2,False,False,False
E2,e2_1562cb715c190dd831b2:K,I3,deepseek_formal,True,1200.0,K,True,True,True
E2,e2_1562cb715c190dd831b2:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_1562cb715c190dd831b2:S,I3,deepseek_formal,True,1200.0,S,True,True,True
E2,e2_162dbf68b90201b8070c:C,I3,deepseek_formal,False,0.0,C,False,False,False
E2,e2_162dbf68b90201b8070c:C2,I3,deepseek_formal,False,0.0,C2,False,False,False
E2,e2_162dbf68b90201b8070c:K,I3,deepseek_formal,True,930.0,K,True,True,True
E2,e2_162dbf68b90201b8070c:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_162dbf68b90201b8070c:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_177c3c22b6100100b12e:C,I3,qwen_flash,True,3812.5,C,True,True,True
E2,e2_177c3c22b6100100b12e:C2,I3,qwen_flash,True,3812.5,C2,True,True,True
E2,e2_177c3c22b6100100b12e:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_177c3c22b6100100b12e:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_177c3c22b6100100b12e:S,I3,qwen_flash,True,3812.5,S,True,True,True
E2,e2_17891265ae72379f0827:C,I3,qwen_flash,True,4375.0,C,True,True,True
E2,e2_17891265ae72379f0827:C2,I3,qwen_flash,True,4375.0,C2,True,True,True
E2,e2_17891265ae72379f0827:K,I3,qwen_flash,True,4375.0,K,True,True,True
E2,e2_17891265ae72379f0827:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_17891265ae72379f0827:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_18002cbb01d9860050d0:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_18002cbb01d9860050d0:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_18002cbb01d9860050d0:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_18002cbb01d9860050d0:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_18002cbb01d9860050d0:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_1801f784390ffdef0996:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_1801f784390ffdef0996:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_1801f784390ffdef0996:K,I3,deepseek_formal,True,5500.0,K,True,True,True
E2,e2_1801f784390ffdef0996:M,I3,deepseek_formal,True,5750.0,M,True,True,True
E2,e2_1801f784390ffdef0996:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_185f5e112323706d0e64:C,I3,deepseek_formal,True,775.0,C,True,True,True
E2,e2_185f5e112323706d0e64:C2,I3,deepseek_formal,True,775.0,C2,True,True,True
E2,e2_185f5e112323706d0e64:K,I3,deepseek_formal,True,775.0,K,True,True,True
E2,e2_185f5e112323706d0e64:M,I3,deepseek_formal,True,5750.0,M,True,True,True
E2,e2_185f5e112323706d0e64:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_1995f07ee15aa64d60aa:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_1995f07ee15aa64d60aa:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_1995f07ee15aa64d60aa:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_1995f07ee15aa64d60aa:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_1995f07ee15aa64d60aa:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_19b0a04d4459c0cf0d3d:C,I3,deepseek_formal,True,930.0,C,True,True,True
E2,e2_19b0a04d4459c0cf0d3d:C2,I3,deepseek_formal,True,930.0,C2,True,True,True
E2,e2_19b0a04d4459c0cf0d3d:K,I3,deepseek_formal,True,930.0,K,True,True,True
E2,e2_19b0a04d4459c0cf0d3d:M,I3,deepseek_formal,True,3645.0,M,True,True,True
E2,e2_19b0a04d4459c0cf0d3d:S,I3,deepseek_formal,True,930.0,S,True,True,True
E2,e2_19d00a5a9365b6385206:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_19d00a5a9365b6385206:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_19d00a5a9365b6385206:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_19d00a5a9365b6385206:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_19d00a5a9365b6385206:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_1c406742ca0c45077346:C,I3,qwen_flash,True,5250.0,C,True,True,True
E2,e2_1c406742ca0c45077346:C2,I3,qwen_flash,True,5250.0,C2,True,True,True
E2,e2_1c406742ca0c45077346:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_1c406742ca0c45077346:M,I3,qwen_flash,True,4060.0,M,True,True,True
E2,e2_1c406742ca0c45077346:S,I3,qwen_flash,True,5250.0,S,True,True,True
E2,e2_1d8d94d73fab5ce058b5:C,I3,deepseek_formal,True,1250.0,C,True,True,True
E2,e2_1d8d94d73fab5ce058b5:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_1d8d94d73fab5ce058b5:K,I3,deepseek_formal,True,720.0,K,True,True,True
E2,e2_1d8d94d73fab5ce058b5:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_1d8d94d73fab5ce058b5:S,I3,deepseek_formal,True,1250.0,S,True,True,True
E2,e2_1ecd53304eff18df2c6a:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_1ecd53304eff18df2c6a:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_1ecd53304eff18df2c6a:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_1ecd53304eff18df2c6a:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_1ecd53304eff18df2c6a:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_1efc4af323a43af4ddbb:C,I3,deepseek_formal,False,0.0,C,False,False,False
E2,e2_1efc4af323a43af4ddbb:C2,I3,deepseek_formal,False,0.0,C2,False,False,False
E2,e2_1efc4af323a43af4ddbb:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_1efc4af323a43af4ddbb:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_1efc4af323a43af4ddbb:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_1f84d752245394fe04e6:C,I3,qwen_flash,True,4250.0,C,True,True,True
E2,e2_1f84d752245394fe04e6:C2,I3,qwen_flash,True,4250.0,C2,True,True,True
E2,e2_1f84d752245394fe04e6:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_1f84d752245394fe04e6:M,I3,qwen_flash,True,5125.0,M,True,True,True
E2,e2_1f84d752245394fe04e6:S,I3,qwen_flash,True,4250.0,S,True,True,True
E2,e2_1fa5da44053d8e26cacd:C,I3,qwen_flash,True,750.0,C,True,True,True
E2,e2_1fa5da44053d8e26cacd:C2,I3,qwen_flash,True,5500.0,C2,True,True,True
E2,e2_1fa5da44053d8e26cacd:K,I3,qwen_flash,True,5500.0,K,True,True,True
E2,e2_1fa5da44053d8e26cacd:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_1fa5da44053d8e26cacd:S,I3,qwen_flash,True,5500.0,S,True,True,True
E2,e2_216b54c47c9fd9e3d7e9:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_216b54c47c9fd9e3d7e9:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_216b54c47c9fd9e3d7e9:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_216b54c47c9fd9e3d7e9:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_216b54c47c9fd9e3d7e9:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_21d2cfbe63bf2bb6ed39:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_21d2cfbe63bf2bb6ed39:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_21d2cfbe63bf2bb6ed39:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_21d2cfbe63bf2bb6ed39:M,I3,deepseek_formal,True,5625.0,M,True,True,True
E2,e2_21d2cfbe63bf2bb6ed39:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_222c3dd3f1d921a379f6:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_222c3dd3f1d921a379f6:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_222c3dd3f1d921a379f6:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_222c3dd3f1d921a379f6:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_222c3dd3f1d921a379f6:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_237786d1c677c2423325:C,I3,deepseek_formal,True,1200.0,C,True,True,True
E2,e2_237786d1c677c2423325:C2,I3,deepseek_formal,True,1200.0,C2,True,True,True
E2,e2_237786d1c677c2423325:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_237786d1c677c2423325:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_237786d1c677c2423325:S,I3,deepseek_formal,True,1200.0,S,True,True,True
E2,e2_2393609d990036887f23:C,I3,qwen_flash,True,5400.0,C,True,True,True
E2,e2_2393609d990036887f23:C2,I3,qwen_flash,True,5375.0,C2,True,True,True
E2,e2_2393609d990036887f23:K,I3,qwen_flash,True,5400.0,K,True,True,True
E2,e2_2393609d990036887f23:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_2393609d990036887f23:S,I3,qwen_flash,True,650.0,S,True,True,True
E2,e2_23e906fb336c4f9d2e77:C,I3,qwen_flash,True,4400.0,C,True,True,True
E2,e2_23e906fb336c4f9d2e77:C2,I3,qwen_flash,True,4400.0,C2,True,True,True
E2,e2_23e906fb336c4f9d2e77:K,I3,qwen_flash,True,4400.0,K,True,True,True
E2,e2_23e906fb336c4f9d2e77:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_23e906fb336c4f9d2e77:S,I3,qwen_flash,True,4400.0,S,True,True,True
E2,e2_257197c0ba538dc4d624:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_257197c0ba538dc4d624:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_257197c0ba538dc4d624:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_257197c0ba538dc4d624:M,I3,qwen_flash,False,0.0,M,False,False,False
E2,e2_257197c0ba538dc4d624:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_26f7e46c9320766654fa:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_26f7e46c9320766654fa:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_26f7e46c9320766654fa:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_26f7e46c9320766654fa:M,I3,deepseek_formal,True,5625.0,M,True,True,True
E2,e2_26f7e46c9320766654fa:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_27f0ad07dee5d98fbc32:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_27f0ad07dee5d98fbc32:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_27f0ad07dee5d98fbc32:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_27f0ad07dee5d98fbc32:M,I3,deepseek_formal,False,0.0,M,False,False,False
E2,e2_27f0ad07dee5d98fbc32:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_283a63e1e8b1d778da00:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_283a63e1e8b1d778da00:C2,I3,deepseek_formal,False,0.0,C2,False,False,False
E2,e2_283a63e1e8b1d778da00:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_283a63e1e8b1d778da00:M,I3,deepseek_formal,True,5750.0,M,True,True,True
E2,e2_283a63e1e8b1d778da00:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_28785b3646a733f68061:C,I3,qwen_flash,True,4600.0,C,True,True,True
E2,e2_28785b3646a733f68061:C2,I3,qwen_flash,True,5500.0,C2,True,True,True
E2,e2_28785b3646a733f68061:K,I3,qwen_flash,True,5450.0,K,True,True,True
E2,e2_28785b3646a733f68061:M,I3,qwen_flash,True,5750.0,M,True,True,True
E2,e2_28785b3646a733f68061:S,I3,qwen_flash,True,5500.0,S,True,True,True
E2,e2_29b6898fabe8013827e5:C,I3,deepseek_formal,True,0.0,C,False,False,False
E2,e2_29b6898fabe8013827e5:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_29b6898fabe8013827e5:K,I3,deepseek_formal,True,1500.0,K,True,True,True
E2,e2_29b6898fabe8013827e5:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_29b6898fabe8013827e5:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_29fe93cdee744c42a413:C,I3,qwen_flash,True,4250.0,C,True,True,True
E2,e2_29fe93cdee744c42a413:C2,I3,qwen_flash,True,4250.0,C2,True,True,True
E2,e2_29fe93cdee744c42a413:K,I3,qwen_flash,True,4250.0,K,True,True,True
E2,e2_29fe93cdee744c42a413:M,I3,qwen_flash,True,5125.0,M,True,True,True
E2,e2_29fe93cdee744c42a413:S,I3,qwen_flash,True,4250.0,S,True,True,True
E2,e2_2a0b8b149f8fc5b8d384:C,I3,deepseek_formal,True,0.0,C,False,False,False
E2,e2_2a0b8b149f8fc5b8d384:C2,I3,deepseek_formal,True,0.0,C2,False,False,False
E2,e2_2a0b8b149f8fc5b8d384:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_2a0b8b149f8fc5b8d384:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_2a0b8b149f8fc5b8d384:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_2af500ec8024e8be3522:C,I3,qwen_flash,True,3350.0,C,True,True,True
E2,e2_2af500ec8024e8be3522:C2,I3,qwen_flash,True,3350.0,C2,True,True,True
E2,e2_2af500ec8024e8be3522:K,I3,qwen_flash,True,3350.0,K,True,True,True
E2,e2_2af500ec8024e8be3522:M,I3,qwen_flash,True,4400.0,M,True,True,True
E2,e2_2af500ec8024e8be3522:S,I3,qwen_flash,True,3350.0,S,True,True,True
E2,e2_2bf63831db81097f6ae6:C,I3,deepseek_formal,True,1500.0,C,True,True,True
E2,e2_2bf63831db81097f6ae6:C2,I3,deepseek_formal,True,1500.0,C2,True,True,True
E2,e2_2bf63831db81097f6ae6:K,I3,deepseek_formal,True,0.0,K,False,False,False
E2,e2_2bf63831db81097f6ae6:M,I3,deepseek_formal,True,0.0,M,False,False,False
E2,e2_2bf63831db81097f6ae6:S,I3,deepseek_formal,True,1500.0,S,True,True,True
E2,e2_2ca41b345553486d5995:C,I3,qwen_flash,False,0.0,C,False,False,False
E2,e2_2ca41b345553486d5995:C2,I3,qwen_flash,False,0.0,C2,False,False,False
E2,e2_2ca41b345553486d5995:K,I3,qwen_flash,False,0.0,K,False,False,False
E2,e2_2ca41b345553486d5995:M,I3,qwen_flash,True,5500.0,M,True,True,True
E2,e2_2ca41b345553486d5995:S,I3,qwen_flash,False,0.0,S,False,False,False
E2,e2_2d41c9187d3599481033:C,I3,qwen_flash,True,2450.0,C,True,True,True
